Nome;Latitude;Longitude;Altitude;Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-23;0;1003.2;12.2;26.9;18.3;10.3;70.5;43;15;4.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-24;0;998.4;16.2;28.8;21.5;14.8;73.2;49;9.2;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-25;0;998.2;16.7;28.5;21.8;16.9;74.7;44;7;2.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-26;0;999.4;14.8;26.6;20;15;74.9;38;6.6;2.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-27;0;998.4;15.5;28;20.8;14.9;73.9;47;7.3;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-28;0;998.5;18.2;27.1;22;17.6;80;60;9.7;2.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-29;0;997.3;18.5;28;22.6;18.2;79.5;51;6.6;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-30;.2;995.6;17.1;30.3;22.1;15.2;75.7;44;6.2;1.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-03-31;0;994.8;18.8;30.9;22.1;18;82.4;60;15.8;2.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-01;4.2;995.2;17.8;22.9;19.5;19;90;83;9.8;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-02;2.6;996.1;15.5;22.4;17.8;15.3;86.5;69;10.3;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-03;.2;993.2;17.6;30.3;21.3;14.1;81;59;23.4;2.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-04;47;995.8;18.7;23.8;20.7;18;88;78;18.9;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-05;.8;1000.2;17;26.3;21;17;79.6;50;8.6;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-06;0;1000.2;12.5;25;17.9;10.5;73.8;41;11.7;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-07;10.8;996.1;16.3;23.1;19.2;16.3;83.6;68;14.8;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-08;.4;995.4;17.9;25.4;20.6;17;85.1;63;4.9;1.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-09;0;995.4;17.6;28;21.1;16.6;82.1;53;5.8;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-10;.2;996.7;16.3;25.5;19.7;15.6;81.8;59;11.2;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-11;0;1001.7;13.9;22.6;18.5;15.7;75.3;59;13.5;5.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-12;0;1001.6;14.7;21.6;18.8;16.6;77.3;71;14.1;5.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-13;105.4;996.9;18;20.5;19.4;18.3;91.7;81;15.7;5.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-14;15.6;994.2;19.5;25.1;21.8;19.2;87.2;76;11.9;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-15;0;990.9;20.9;24.6;23.2;21.4;86.8;80;11.8;5.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-16;28.6;991.1;19;24.8;21.9;19.7;84.2;62;12.8;4.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-17;0;998.4;12.2;23.7;18.2;13.1;70.1;43;11.6;5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-18;0;1000.2;13.2;25;18.7;13.7;71.6;49;11.5;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-19;0;999.4;13.4;25.9;19.3;12.3;70.5;45;7.3;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-20;0;998.6;13.3;27.6;19.5;13.3;70.8;38;6.8;1.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-21;0;996.2;15.6;28.4;21.5;13.9;71;47;7.5;2.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-22;3.4;993.9;16.6;28;21.8;17.5;74.1;49;15.1;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-23;0;993.5;18.9;27.6;22.3;17.9;81.7;64;5.6;1.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-24;0;998.9;12.6;22.9;17.1;12.9;76;44;9.2;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-25;0;997.3;12.2;26.2;18.4;12.9;68.8;45;9;3.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-26;0;991.4;18.5;26.3;22.1;17.4;80.2;70;11.3;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-27;39;989.9;18.2;25.9;20.1;19.3;89;77;11.7;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-28;25.2;995.7;9;22.4;14.6;8.9;73.2;30;9.9;1.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-29;3;991.5;14.6;20.1;16.8;12.6;87.2;76;7.8;2.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-04-30;24.8;988.8;18.7;24.4;20.3;16;90.9;82;18.3;4.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-01;36.6;988.9;18.7;25.1;21.1;19.1;86.5;76;17.3;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-02;29;989.8;15.2;20;17.5;15.9;86.7;72;18;5.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-03;0;996.1;11.3;18.3;14.6;11.8;80.9;66;9.7;4.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-04;.2;995.1;15.3;23.3;18.3;12.4;83;71;9.5;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-05;.8;994.5;19.7;25.3;21.8;18;88.1;75;7.9;2.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-06;0;989.5;20.2;27.6;23.8;21;81.1;60;12.1;4.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-07;16.2;987.2;19.9;28.7;24.2;20.1;78.1;59;11.7;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-08;1.2;987.4;18.1;26.6;22.9;22;75.3;61;16.7;6.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-09;.2;1001.7;7.9;17.7;12.9;8.8;74;38;10.4;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-10;.2;997.7;9.8;14.1;11.1;7.8;91.8;80;9.6;1.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-11;21.6;995.3;14.5;17.7;15.6;11;93.5;87;7.2;3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-12;9;991.8;15;18.1;16.1;15;92.8;83;9.4;3.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-13;2.6;998.7;10.3;16;12.8;10.7;85.1;68;14.4;6.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-14;0;1005.4;5.4;14.6;8.9;3.9;80.2;53;9;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-15;.2;1003.3;4.4;15.2;8.8;4.3;76.5;38;8;.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-16;0;996.8;6;14.6;9;3.4;82.5;55;5.1;.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-17;.2;999;7;17.8;10.7;5.1;80.7;43;5.7;1.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-18;0;1003.8;5.4;14.6;8.7;4.5;81.1;54;10.9;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-19;.2;1005;8.6;15;10.2;4.6;90.5;74;8.3;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-20;.2;1003;9.8;18.2;12.7;9.4;83.6;55;5.6;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-21;.2;998.7;10.7;17.7;12.4;8;89.7;77;5.4;1.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-22;13.2;994.2;15;19.8;15.9;11.5;94;87;16.7;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-23;41.8;993;13.8;15.8;14.6;13.5;94.5;91;9.3;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-24;19.2;998.7;9.7;15.7;11.4;9.7;88.8;78;13.4;6.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-25;11.4;1008;5.2;11.7;8.2;5.6;81.9;66;8.8;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-26;0;1008.8;4.8;14.9;8.8;2.7;77.5;51;9.7;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-27;3.4;1003;8.9;13.4;10.3;6.5;91.2;77;10.1;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-28;2.4;1002.3;10.3;16.7;12.1;8.5;89;73;13.9;6.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-29;.4;1007;10.5;17.3;12.4;7.3;88.6;67;6.2;1.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-30;0;1005.8;8.8;20.1;11.7;6.2;84.2;54;4.4;1.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-05-31;.2;1004.2;8.9;20.3;12.4;6.7;80.7;51;7.3;2.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-01;.2;999.5;11.2;20.5;14.4;8.4;82.1;60;10.5;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-02;0;997.4;14;24.8;19.7;11.2;69.9;55;10.6;4.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-03;2.4;1007.5;7;20.5;10.5;7.7;79.9;54;15.4;4.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-04;0;1007;5.8;16.2;8.5;2.8;84.3;60;10.2;3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-05;.2;1001.2;11.5;20;13.5;5.9;88.5;70;6.9;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-06;0;999.5;15.4;25.7;18.5;12;83.2;64;7.6;1.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-07;.2;1001;16.6;27.5;20.5;14.1;79.8;52;5.1;1.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-08;0;999.5;15.6;26.4;19.8;14.5;77.8;54;9.1;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-09;0;992.2;16.2;28;22.8;17;66.5;52;13.6;5.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-10;0;995.2;16.1;22.6;18.5;14.5;86.4;70;6.8;2.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-11;0;999;16;24.7;18.6;14.7;85.7;66;6.5;2.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-12;0;995.8;17.2;26;21.4;16.4;77.8;63;8.9;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-13;0;990.3;15.3;26.1;23.2;20.1;61.3;49;12.2;6.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-14;0;988.1;15.4;27.1;24;22.3;58.7;50;13.7;6.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-15;2;995.9;16.5;24.4;19.3;16.7;84.2;63;10.8;4.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-16;3;998.1;14.6;19.3;16.7;15.5;87.3;78;11.6;4.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-17;32;995.2;13;18.9;15.4;12.8;86.2;73;10.6;4.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-18;.2;991.4;15.5;21.3;18.1;13.9;85.3;72;7.5;1.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-19;6.8;992.4;17.5;21.6;18.9;16.9;91.7;79;5.5;1.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-20;.2;999;15;20.2;17.3;14;86.9;72;11.6;4.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-21;8.6;994.3;15.3;19.3;17.8;15.7;85.5;76;18.6;6.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-22;4;989.3;15.6;25.4;21.6;16.3;69.7;53;12.6;6.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-23;9.8;990.1;16.3;22.2;18.5;17.3;87.3;73;9.7;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-24;0;1001.1;7.3;14.3;11.1;8.4;77.9;57;9.6;4.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-25;.2;1005.9;4.7;13.8;7.9;3.4;81.6;57;13.9;2.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-26;.6;1001;5.8;12.7;8.7;6;82.7;62;9.7;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-27;0;995.4;6;16.5;10.1;6;76.8;56;10.1;3.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-28;0;994.3;7.1;15.4;10.8;7.6;78.6;54;11.2;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-29;0;1004.1;1.5;10;5.9;3;75;44;12.1;4.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-06-30;0;1005.2;-.1;12.4;5.4;-1.7;70.3;38;6.9;2.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-01;0;1002.7;2.4;17.3;9.2;2.8;63.8;35;5.2;2.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-02;0;999;5;21.1;11.3;2.2;68.4;32;6.9;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-03;0;996.9;8.1;18.5;13.1;6;73.1;48;5.9;1.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-04;.2;998.4;9.4;13.8;11;9.7;89.6;69;5.8;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-05;.4;1005;4.3;12.2;8.8;6.9;75.8;43;8.1;3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-06;0;1008.3;-1.5;11.9;4.2;-1.7;70.5;31;8.7;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-07;0;1006.7;1.7;12.8;5;-1.4;80.8;59;9;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-08;0;1008.7;.6;9.5;4.2;.6;80;47;9.2;3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-09;0;1007.5;-.6;8.9;2.3;-4.2;82.7;62;9.6;2.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-10;.6;1002.6;5.3;8.3;6.5;-.5;92.3;79;7.6;2.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-11;.2;1004.3;6.5;9.8;7.7;5.6;92.2;82;8.9;2.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-12;1;1013.6;3.3;11.7;6.8;2.2;79.6;55;7.5;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-13;0;1013;3.4;12.7;6.2;0;83.5;61;9.5;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-14;5;1009.2;9;14.7;10.6;6.1;90.3;77;8.5;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-15;0;1011.6;7.2;17.8;10.8;4.4;80.8;52;8.4;2.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-16;0;1007.8;10;20.9;13;6;83;61;13.6;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-17;0;1005.7;11.5;18.8;13.2;9.9;89.4;66;7.1;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-18;.2;1002.9;9.9;21.7;13.7;8.4;80.1;48;6.6;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-19;.2;1004.1;11.7;26.5;15.7;8.8;79.5;46;8.4;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-20;0;1005.9;11.3;19.1;14.2;10.7;83.2;67;8.9;3.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-21;.2;1002;12;19.5;13.6;9.3;90.4;73;7.2;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-22;.2;1003.5;12.7;25.3;15.8;8.4;83.8;54;4.3;.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-23;0;1003;13.9;27.7;18.8;11.1;76.5;43;7.9;1.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-24;0;1000.5;13;26.4;21.1;14.6;61;42;12.6;4.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-25;9;999;13.6;22.8;18.6;14.6;74.9;46;10.3;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-26;0;999.3;11.9;24.5;15.1;8;82.1;57;6;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-27;0;999.2;13.1;20.1;15.1;11.2;88.1;75;6.2;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-28;4.2;1002.4;11.4;15.5;13.4;12.2;87.7;71;13.6;4.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-29;15.2;1009.9;3.7;13.1;8.7;5.8;73;41;14;5.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-30;0;1009.1;4.2;17.2;8.4;1.4;76.7;53;9.9;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-07-31;0;1002;10.6;23.1;15.1;6.9;75.9;55;10.7;3.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-01;0;997;13.8;27.1;21.5;15.1;63;45;13.7;7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-02;0;993;15.3;27.7;23.9;20.4;58.9;46;16.3;8.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-03;0;990.3;14.3;27.3;22.7;22;60.6;42;14.3;6.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-04;1;1000.2;11.4;18.2;13.6;12.4;86.7;72;12.6;5.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-05;2;998.1;14.9;25.1;17.8;12;84;60;9.5;3.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-06;24;993.9;17.5;21.2;19.3;15.8;89.1;81;15.3;5.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-07;42.6;993.8;13.7;18.6;15.6;15.4;88.8;80;13.2;3.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-08;6.6;998.3;6.5;13.8;10.2;8;78.8;57;11.3;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-09;.2;1003.2;6.1;12.3;8.8;6.6;83.2;69;12.7;5.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-10;.4;1003.8;5.6;15.4;9.1;3.6;80.2;53;7.9;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-11;0;1000;4.8;18.6;11;6.2;68.9;33;14.1;4.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-12;0;1006;2.9;12.9;7.7;3.1;73.3;47;10.6;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-13;0;1006.7;1.5;17.2;7.9;-.2;69.6;29;6.6;2.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-14;0;1001.9;4;22;11;1.8;66.2;26;5;1.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-15;0;998.4;8.8;25.1;14.2;7.3;71.5;43;4.2;1.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-16;0;997.3;11.6;23.2;14.9;8.6;81.6;52;8;2.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-17;0;997.8;11.2;18.1;14.2;10.9;82.6;73;11.9;4.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-18;0;995.9;15.1;23.4;17.8;14.5;84.8;67;7.1;2.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-19;8.4;996.7;15.2;18.2;16.3;15.7;92.7;87;11.4;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-20;8.2;1000.9;13.3;16.2;15.2;14.7;88.3;81;15.1;6.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-21;18.8;993.9;15;20.4;16.8;12.6;89.5;80;8.2;1.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-22;66.2;993.5;13.4;18.5;14.5;12.9;93.3;87;10.6;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-23;13.6;1000.4;6.9;12.6;9.7;8.1;83.2;59;11.3;4.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-24;0;1006.7;3.8;13;8.1;3.4;75.5;50;8.7;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-25;0;1010.5;3.8;13.3;7.9;3.4;77.2;51;12;3.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-26;0;1009.7;3.8;14;7.1;.7;80.8;53;5;1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-27;0;1008.1;5.8;19.9;10.7;2.6;75.5;39;5.4;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-28;.2;1006;7.5;21.5;13.1;6.7;72.8;32;9.2;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-29;0;1002.9;11.5;17.2;14.1;10.7;84.4;78;8.8;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-30;0;1001.7;13.4;20.6;16.6;12.2;82;67;10.5;4.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-08-31;3.6;997.1;14.7;21;17.4;16;84.4;74;20.3;7.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-01;.6;999.2;9.2;16;12.8;10.5;79;70;12.5;5.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-02;0;998.1;10.4;17.4;13.1;10.4;84;66;8.5;2.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-03;0;995.5;11;21.4;14.3;8.8;81.5;56;9;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-04;1.4;1000.6;10.4;14.7;11.7;10;91.6;82;15.7;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-05;30;1005.7;7.1;17.7;10.8;6.6;81;33;5.5;1.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-06;0;998.1;7.5;22.9;13.5;5;70.2;33;7.9;3.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-07;0;995.4;11.3;22.4;15.5;8.4;77.2;56;7.2;2.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-08;0;998;11.5;20.1;16.2;13.5;74.5;54;10.3;3.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-09;0;994.8;15.4;24.6;18.5;13.8;83;66;10.1;3.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-10;0;991;17.3;24.9;19.8;16.6;86.3;66;5.8;1.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-11;0;990.2;16.4;24.2;18.2;17.1;89.3;70;13.1;4.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-12;29.2;996;12.6;17.6;13.8;12.2;92.5;84;11.5;4.2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-13;.6;993.8;13.9;17.3;15.2;12.4;91.8;85;6.4;1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-14;.4;1000.2;12.9;20.2;16.5;14.4;80.7;48;8.6;3.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-15;.2;1005.5;7.1;20.7;13.5;6.2;69.3;36;8.5;2.5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-16;0;1006;9;22.9;14.9;7.9;71.6;33;6.3;2;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-17;0;1003;9.7;25.3;16.7;8.7;67.8;32;10.3;3.4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-18;0;998;12.7;26.4;19.9;13.3;64.8;43;11.6;4.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-19;0;990.7;15.2;27;20.4;14.9;73.2;52;12.8;5.1;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-20;46;992.4;17.9;22.1;19.5;17.9;90.5;79;19.1;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-21;0;996.7;13.8;25.7;18.5;11.7;75.4;55;10.7;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-22;0;989.8;18.5;29.1;22.9;17.2;77;59;12.5;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-23;17.8;991;19.2;25.9;21.3;17.6;88.2;70;22.5;3.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-24;71.8;991.7;18.1;23.1;19.9;17.4;89.5;77;17.3;3.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-25;38.6;991.7;18.4;21;19.9;18.2;91;81;19.5;3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-26;41.2;997.1;16.2;19.1;17.2;16.5;93.6;88;10.8;2.8;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-27;9.6;1001.3;13.3;20.7;16.4;14.1;83.4;57;10.9;4;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-28;0;999.8;13.1;25;18.1;12.6;75.1;44;8.3;2.6;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-29;0;996.5;13.8;29.2;21.3;13.9;64.8;39;8.5;2.7;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-09-30;0;988.9;16.8;30.2;25.9;21.2;57.5;45;10.2;5.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-10-01;66.6;988.2;18.9;27.6;21.3;20;87;59;18.4;3.9;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-10-02;32.8;996.8;11.8;19;16.3;13.4;76.1;45;11.1;5;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-10-03;0;1005;6.2;18.2;12.5;5.9;68;36;8.6;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-10-04;0;1004.7;7.9;22;14.2;7;69;38;8.3;3.3;
"DOM PEDRITO";-31.0025;-54.61805554;150;2024-10-05;0;999.9;12.3;27.5;18.4;11.9;70;39;11.2;2.9;
